ID,RA[hr],Dec[deg],dist[pc],rhm[pc],mass[Msun],age[Myr],[Fe/H],sigma_v0_z[km/s],OpSimID,OpSimRA[deg],OpSimDec[deg]
[KPS2012]_MWSC_4688,23 51 54.000,-86 43 12.000,1336.0,3.207156305224554,28.5,2454.708915685034,-0.4974174718196457,0.08569486677316929,9.0,0.0,-85.272892
[KPS2012]_MWSC_5684,12 53 43.000,-86 38 54.000,1432.0,3.207156305224554,26.0,1513.561248436207,-0.4974174718196457,0.08185006938728628,2.0,180.0,-87.568555
[KPS2012]_MWSC_5692,17 47 20.000,-86 36 36.000,1555.0,3.207156305224554,14.0,851.1380382023759,-0.4974174718196457,0.060061530636330365,5.0,252.001105,-87.568547
[KPS2012]_MWSC_4005,00 11 28.000,-85 28 48.000,1159.0,3.207156305224554,21.0,2371.3737056616555,-0.4974174718196457,0.07356005161477441,9.0,0.0,-85.272892
[KPS2012]_MWSC_4176,14 27 18.000,-85 25 12.000,1093.0,3.207156305224554,77.5,2065.380155810527,-0.4974174718196457,0.14131336210563109,7.0,215.999822,-85.272913
ESO_8-6,14 56 55.000,-83 26 42.000,1380.0,1.2178437548678025,39.0,1995.2623149688827,-0.4974174718196457,0.16267805000268493,23.0,228.855395,-82.798725
[KPS2012]_MWSC_4219,15 42 14.000,-83 11 42.000,1606.0,3.207156305224554,47.5,1258.9254117941662,-0.4974174718196457,0.11063159728931597,23.0,228.855395,-82.798725
[KPS2012]_MWSC_5575,01 59 42.000,-83 03 00.000,2191.0,3.207156305224554,10.0,1584.8931924611109,-0.4974174718196457,0.050761258162801755,29.0,35.999981,-81.973212
[KPS2012]_MWSC_4682,23 43 23.000,-82 57 36.000,1065.0,3.207156305224554,29.0,1905.4607179632446,-0.4974174718196457,0.08644330776748865,21.0,347.144336,-82.798732
[KPS2012]_MWSC_5685,13 05 24.000,-82 02 36.000,1581.0,3.207156305224554,32.0,1412.5375446227554,-0.4974174718196457,0.09080449910035264,17.0,203.144516,-82.798742
[KPS2012]_MWSC_5681,10 41 47.000,-82 00 18.000,1700.0,3.207156305224554,20.5,954.9925860214372,-0.4974174718196457,0.07267906113217718,18.0,156.855484,-82.798742
[KPS2012]_MWSC_2014,12 20 06.000,-81 30 36.000,2671.0,9.521323901693727,54.5,3981.0717055349687,-0.4974174718196457,0.06877680904651322,27.0,180.0,-81.973217
[KPS2012]_MWSC_2064,12 45 43.000,-81 15 30.000,1456.0,0.9595132614109958,50.0,3162.2776601683795,-0.4974174718196457,0.20751617441753084,39.0,196.858418,-80.199616
[KPS2012]_MWSC_2049,12 34 55.000,-80 57 00.000,3597.0,2.9892528528573328,39.0,5011.872336272714,-0.4974174718196457,0.10383491660634107,39.0,196.858418,-80.199616
[KPS2012]_MWSC_5688,15 25 59.000,-80 07 48.000,1236.0,3.207156305224554,12.5,977.2372209558113,-0.4974174718196457,0.0567528119377204,43.0,235.141668,-80.199608
ESO_26-2,20 26 38.000,-80 00 00.000,2473.0,2.6571136469842958,22.0,5011.872336272714,-0.4974174718196457,0.08271775073652472,45.0,307.141808,-80.199595
[KPS2012]_MWSC_4137,09 26 11.000,-79 44 24.000,1209.0,3.207156305224554,41.5,1621.810097358933,-0.4974174718196457,0.10340854471765389,33.0,143.999827,-80.51551
Cl_Melotte_227,20 16 48.000,-79 02 24.000,1169.0,9.439367222791567,39.875,3344.104890848476,-0.4974174718196457,0.05908419845456441,45.0,307.141808,-80.199595
[KPS2012]_MWSC_5679,09 33 00.000,-78 58 12.000,1122.0,3.207156305224554,25.5,316.227766016838,-0.4974174718196457,0.08105922891435649,33.0,143.999827,-80.51551
[KPS2012]_MWSC_5572,01 54 18.000,-78 57 54.000,1472.0,3.207156305224554,7.0,1995.2623149688827,-0.4974174718196457,0.04246991560139278,51.0,35.999853,-79.219603
[KPS2012]_MWSC_5749,20 32 10.000,-78 36 54.000,1890.0,3.207156305224554,23.5,2213.0947096056407,-0.4974174718196457,0.07781553524930562,64.0,310.793258,-77.535368
ESO_21-6,14 15 52.000,-78 30 54.000,2473.0,4.317809676349482,44.5,3162.2776601683795,-0.4974174718196457,0.09228703623171146,60.0,208.185543,-78.066782
[KPS2012]_MWSC_5672,07 15 20.000,-78 26 24.000,1288.0,3.207156305224554,16.5,3090.2954325135925,-0.4974174718196457,0.06520401670868523,49.0,108.00001,-79.219634
[KPS2012]_MWSC_4114,06 07 52.000,-78 13 12.000,962.0,3.207156305224554,30.0,2511.886431509582,-0.4974174718196457,0.08792107819409305,63.0,94.793138,-77.535369
[KPS2012]_MWSC_5680,09 43 48.000,-78 12 18.000,1050.0,3.207156305224554,29.5,1995.2623149688827,-0.4974174718196457,0.08718532401900156,61.0,151.814457,-78.066782
[KPS2012]_MWSC_1955,11 33 00.000,-77 49 30.000,1561.0,1.7714090979895307,34.5,3672.823004980842,-0.4974174718196457,0.12686521307484785,69.0,166.793103,-77.535325
[KPS2012]_MWSC_5698,18 41 49.000,-77 43 24.000,2069.0,3.207156305224554,24.5,776.2471166286928,-0.4974174718196457,0.07945393671280856,54.0,280.185931,-78.06681
[KPS2012]_MWSC_2358,16 10 29.000,-77 39 36.000,5666.0,16.736125540380257,26.5,1584.8931924611109,-0.4974174718196457,0.036173282130941384,66.0,238.793271,-77.535366
[KPS2012]_MWSC_4140,09 36 36.000,-77 28 48.000,2465.0,3.207156305224554,56.0,1905.4607179632446,-0.4974174718196457,0.12012306127266073,61.0,151.814457,-78.066782
[KPS2012]_MWSC_2089,13 11 55.000,-77 27 00.000,6213.0,7.897532228536661,39.0,1584.8931924611109,-0.4974174718196457,0.06388207895328682,68.0,193.206897,-77.535325
[KPS2012]_MWSC_1638,09 13 41.000,-77 25 30.000,1000.0,2.435687509735605,32.5,3162.2776601683795,-0.4974174718196457,0.10500822974231604,57.0,136.185507,-78.066794
Chamaleon_I,11 03 36.000,-77 20 24.000,380.0,2.288070084903144,37.5,1.0,-0.4974174718196457,0.11637867637901117,69.0,166.793103,-77.535325
[KPS2012]_MWSC_4668,22 56 56.000,-77 10 12.000,775.0,3.207156305224554,11.0,1258.9254117941662,-0.4974174718196457,0.05323885670539581,70.0,337.206791,-77.535303
[KPS2012]_MWSC_2083,13 09 16.000,-77 08 06.000,7943.0,17.326595239710098,40.0,1995.2623149688827,-0.4974174718196457,0.043678309539217856,68.0,193.206897,-77.535325
NGC_1520,03 57 52.000,-76 48 00.000,1023.0,1.3470090015962055,5.0,2691.5348039269143,-0.4974174718196457,0.055385004368970314,91.0,59.037776,-75.516181
[KPS2012]_MWSC_1673,09 28 46.000,-76 05 06.000,1561.0,1.144035042451572,40.5,3981.0717055349687,-0.4974174718196457,0.17104102444144245,78.0,144.00001,-75.741972
[KPS2012]_MWSC_1940,11 23 06.000,-75 00 54.000,3575.0,1.716052563677358,29.0,5011.872336272714,-0.4974174718196457,0.11817514582177502,93.0,169.159969,-74.831653
[KPS2012]_MWSC_5676,08 41 55.000,-74 45 54.000,1604.0,3.207156305224554,29.0,1412.5375446227554,-0.4974174718196457,0.08644330776748865,87.0,131.037851,-75.516205
ESO_43-13,17 04 44.000,-74 21 00.000,1490.0,1.1255828643475143,36.5,2065.380155810527,-0.4974174718196457,0.16370054938469522,103.0,252.000127,-73.693852
[FSR2007]_1647,13 45 41.000,-73 57 36.000,2436.0,2.8785397842329874,48.0,2851.018267503909,-0.4974174718196457,0.11738887530922114,107.0,210.393007,-73.293843
[KPS2012]_MWSC_2112,13 22 48.000,-73 34 30.000,3211.0,7.860627872328543,39.0,3162.2776601683795,-0.4974174718196457,0.06403186129009336,117.0,199.43127,-72.896952
[KPS2012]_MWSC_4138,09 27 07.000,-73 30 00.000,1908.0,3.207156305224554,51.5,1905.4607179632446,-0.4974174718196457,0.11519562687399912,112.0,138.39306,-73.293796
[KPS2012]_MWSC_5671,07 05 06.000,-73 22 48.000,2001.0,3.207156305224554,32.0,2511.886431509582,-0.4974174718196457,0.09080449910035264,104.0,107.999873,-73.693852
[KPS2012]_MWSC_2453,16 45 14.000,-72 49 54.000,1781.0,0.9964176176191112,32.5,2818.382931264449,-0.4974174718196457,0.1641774185648395,103.0,252.000127,-73.693852
[KPS2012]_MWSC_1720,09 50 35.000,-72 45 42.000,1537.0,0.7011827679541893,36.0,2691.5348039269143,-0.4974174718196457,0.20598143257052207,108.0,149.606993,-73.293843
[KPS2012]_MWSC_2214,14 21 41.000,-72 05 06.000,5175.0,5.1666098691361295,70.0,2238.721138568338,-0.4974174718196457,0.10581290227411139,139.0,216.000023,-70.933109
[KPS2012]_MWSC_2079,13 01 07.000,-71 23 42.000,7702.0,10.13024577912763,26.5,3162.2776601683795,-0.4974174718196457,0.04649490738302115,157.0,196.783182,-70.227801
ESO_65-7,13 29 10.000,-71 15 54.000,3477.0,3.2844877025222545,33.5,2511.886431509582,-0.4974174718196457,0.09180810527447528,155.0,206.222796,-70.75769
[KPS2012]_MWSC_2181,13 55 03.000,-70 45 00.000,4239.0,2.1035483038625675,68.0,3548.133892335761,-0.4974174718196457,0.16344462870123427,155.0,206.222796,-70.75769
[KPS2012]_MWSC_5691,17 26 10.000,-70 44 06.000,2241.0,3.207156305224554,19.5,223.8721138568337,-0.4974174718196457,0.07088423939090892,135.0,261.188885,-72.099666
NGC_1557,04 13 08.000,-70 27 54.000,1820.0,2.694018003192411,10.0,3162.2776601683795,-0.4974174718196457,0.055385004368970314,148.0,62.222739,-70.757763
NGC_5359,14 00 00.000,-70 24 00.000,2360.5,6.605879761252625,135.11933159923825,333.1272204693966,-0.4974174718196457,0.1300127226093996,155.0,206.222796,-70.75769
[KPS2012]_MWSC_5674,08 06 34.000,-70 19 30.000,1803.0,3.207156305224554,21.5,2238.721138568338,-0.4974174718196457,0.07443061507257484,160.0,124.783303,-70.227781
[KPS2012]_MWSC_1799,10 23 40.000,-69 49 30.000,3494.0,3.432105127354716,28.0,2238.721138568338,-0.4974174718196457,0.0821090761625948,156.0,153.777204,-70.75769
[KPR2005]_69,12 06 18.000,-69 46 48.000,887.0,2.6755658250883534,528.6345858370864,62.939788712307475,-0.4974174718196457,0.40407539651189645,142.0,180.0,-70.915163
ESO_65-3,12 51 18.000,-69 43 48.000,3047.0,2.9523484966492184,43.5,912.0108393559116,-0.4974174718196457,0.11034515253440824,157.0,196.783182,-70.227801
[KPR2005]_51,09 18 05.000,-69 41 24.000,498.0,1.2732002891799752,322.2435791759376,260.21196426106604,-0.4974174718196457,0.45733686790019457,180.0,139.635636,-68.470532
[KPS2012]_MWSC_2188,13 57 56.000,-69 21 54.000,4331.0,3.432105127354716,39.5,2511.886431509582,-0.4974174718196457,0.09752381858090844,181.0,211.635681,-68.470513
ESO_62-8,10 21 40.000,-69 20 54.000,1983.0,0.8118958365785349,13.5,2754.2287033381635,-0.4974174718196457,0.11722201115193714,188.0,156.972662,-68.15504
[KPS2012]_MWSC_1802,10 24 47.000,-69 04 12.000,1871.0,1.3470090015962055,46.0,2238.721138568338,-0.4974174718196457,0.16799103583926112,188.0,156.972662,-68.15504
ESO_62-11,10 38 56.000,-69 02 06.000,1802.5,2.1220004819666247,27.685345287532506,687.9757563435071,-0.4974174718196457,0.10383521684254568,188.0,156.972662,-68.15504
[KPS2012]_MWSC_1943,11 27 50.000,-68 44 06.000,1825.0,1.7345047417814154,60.0,2851.018267503909,-0.4974174718196457,0.1690753599145154,176.0,172.024103,-69.344983
[KPS2012]_MWSC_4483,19 17 08.000,-68 31 30.000,1397.0,3.207156305224554,56.5,2041.7379446695315,-0.4974174718196457,0.1206581332361351,183.0,292.364331,-68.470511
ESO_64-5,12 24 43.000,-68 29 06.000,1239.0,0.9041567270988228,55.0,76.73614893618186,-0.4974174718196457,0.22420842450299025,175.0,187.975897,-69.344983
NGC_1901,05 18 14.640,-68 17 38.400,411.66666666666674,1.3546774151643095,79.73454400643426,568.9874017426625,-0.331,0.22054527273737387,178.0,76.364237,-68.470535
[KPR2005]_78,15 05 37.000,-68 24 18.000,2820.5,2.970800674753276,475.1294352148925,1277.0352525197982,-0.058,0.36354791020183036,191.0,228.972762,-68.155006
Cl_Collinder_261,12 38 04.560,-68 22 37.200,2529.94,3.404906037593209,284.5,4508.423668136357,-0.11,0.26277316422395697,175.0,187.975897,-69.344983
[KPS2012]_MWSC_2139,13 35 39.000,-68 06 48.000,4103.0,5.295775115864535,58.0,1000.0,-0.4974174718196457,0.09513529531003091,187.0,203.027338,-68.15504
C_1102-676,11 04 53.000,-67 56 36.000,3019.0,2.2696179067990863,21.66666666666667,2317.394649968481,-0.4974174718196457,0.08882027581080057,203.0,165.230825,-67.520391
[KPS2012]_MWSC_1736,09 58 49.000,-67 44 18.000,1513.0,0.7011827679541893,32.0,1122.0184543019652,-0.4974174718196457,0.1942011570255143,182.0,148.364319,-68.470513
[KPS2012]_MWSC_2151,13 42 05.000,-67 42 00.000,4015.0,2.2142613724869133,17.5,602.559586074357,-0.4974174718196457,0.08081593902901338,187.0,203.027338,-68.15504
[KPR2005]_71,12 20 07.920,-67 30 32.400,1249.12,1.8733230984242384,1423.7072652343686,70.9344393757296,-0.4974174718196457,0.7924948482903352,219.0,187.051824,-66.571355
Cl_Ruprecht_110,14 05 38.000,-67 28 30.000,1270.5,1.6976003855733002,238.5760507849457,390.16383527804186,-0.234,0.3407910112076447,181.0,211.635681,-68.470513
NGC_2348,07 03 04.000,-67 23 24.000,1076.0,2.01128741334228,21.5,2985.382618917957,-0.4974174718196457,0.09398847502741317,199.0,107.999818,-68.124456
[KPR2005]_73,12 37 07.440,-67 12 10.800,649.26,4.151705771012786,171.1009355133937,118.20874641843595,-0.4974174718196457,0.18454630294648205,219.0,187.051824,-66.571355
C_1250-669,12 53 50.880,-67 10 48.000,5229.4000000000015,4.59106964872387,82.625,2511.886431509582,-0.4974174718196457,0.12195264856102987,202.0,194.769175,-67.520391
[KPS2012]_MWSC_1971,11 44 35.000,-67 05 06.000,2879.0,2.767826715608642,35.0,1995.2623149688827,-0.4974174718196457,0.10222497543079152,218.0,172.948319,-66.571362
C_1315-669,13 18 10.320,-67 04 44.400,2027.9,1.5410406514501431,31.0,341.9603862255946,-0.4974174718196457,0.128933639043246,241.0,200.520389,-65.499798
[KPS2012]_MWSC_2052,12 36 08.000,-66 56 30.000,6915.0,5.148157691032074,56.5,794.3282347242822,-0.4974174718196457,0.09523371901069368,219.0,187.051824,-66.571355
[KPS2012]_MWSC_5694,17 57 22.000,-66 48 00.000,1570.0,3.207156305224554,16.0,1000.0,-0.4974174718196457,0.0642084770761071,206.0,266.769183,-67.520318
[KPR2005]_57,10 10 55.000,-66 42 00.000,1491.5,5.996957883818724,1235.038188056873,1037.3222377118093,-0.34700000000000003,0.41254101704359875,228.0,151.825837,-65.928135
[KPS2012]_MWSC_2149,13 41 20.000,-66 38 12.000,5087.0,2.4910440440477783,43.0,1778.2794100389228,-0.4974174718196457,0.11943619680504919,227.0,208.174163,-65.928135
[KPS2012]_MWSC_1396,07 58 32.000,-66 37 48.000,2754.0,1.992835235238222,15.0,3162.2776601683795,-0.4974174718196457,0.07886828079381837,205.0,122.769125,-67.520319
[KPS2012]_MWSC_2039,12 28 32.000,-66 33 36.000,1828.0,4.502331457390057,52.5,794.3282347242822,-0.4974174718196457,0.09816425179031622,219.0,187.051824,-66.571355
[KPR2005]_76,13 52 14.000,-66 24 18.000,812.5,10.148697957231686,103.00950389526324,37.02552358767859,-0.4974174718196457,0.09158533224209761,227.0,208.174163,-65.928135
C_1439-661,14 49 14.640,-66 27 54.000,503.98,2.936594693644779,114.51631598643264,11.530587720478039,-0.4974174718196457,0.17951639587378157,231.0,223.825859,-65.928099
[KPR2004b]_323,13 23 58.080,-66 12 14.400,1603.34,1.9710296212117635,94.73332063476057,262.31947498743574,-0.4974174718196457,0.19929538678765352,241.0,200.520389,-65.499798
Cl_Alessi_6,14 40 13.920,-66 07 37.200,570.4166666666666,2.5797030746230485,102.58544349992285,156.42136441692412,-0.154,0.18128023297341997,231.0,223.825859,-65.928099
C_1345-658,13 48 13.920,-66 03 57.600,2020.333333333333,1.55208649013383,38.0,199.52623149688827,-0.4974174718196457,0.14224148578878437,227.0,208.174163,-65.928135
ESO_96-4,13 15 13.920,-65 55 12.000,9865.86,2.132520322490059,129.0,669.6333333333333,-0.51,0.22358399248420385,241.0,200.520389,-65.499798
NGC_1641,04 35 26.000,-65 44 24.000,1056.6666666666667,2.9892528528573328,50.66666666666666,2210.607476550605,-0.4974174718196457,0.1183510953014851,226.0,71.999949,-66.069988
[DBS2003]_72,11 45 57.000,-65 33 18.000,4494.0,3.3398442368344283,18.5,1.2589254117941662,-0.4974174718196457,0.06765738358875022,251.0,180.0,-65.322329
[KPS2012]_MWSC_2213,14 19 37.000,-65 25 54.000,1366.0,1.144035042451572,10.0,70.79457843841374,-0.4974174718196457,0.08499096835383742,223.0,215.999904,-66.070011
C_1350-650,13 54 36.000,-65 20 06.000,1332.0,1.2178437548678025,34.0,100.0,-0.4974174718196457,0.15189242400976993,227.0,208.174163,-65.928135
C_1309-650,13 12 00.000,-65 18 00.000,1340.0,2.232713550590971,26.66666666666667,117.48975549395306,-0.4974174718196457,0.0993482686840015,241.0,200.520389,-65.499798
C_0947-650,09 49 07.440,-65 15 32.400,1723.3,1.0850765781401681,71.3574106120779,274.44854107757635,-0.4974174718196457,0.23312120947601198,224.0,144.000096,-66.070011
[KPS2012]_MWSC_1999,12 07 39.000,-65 11 06.000,4430.0,6.698140651772912,48.5,3162.2776601683795,-0.4974174718196457,0.0773546060999008,251.0,180.0,-65.322329
Cl_Melotte_101,10 42 08.400,-65 06 36.000,2031.1,3.7583775130572334,596.0673044673614,109.32858613273724,-0.4974174718196457,0.36202610758216175,242.0,159.479611,-65.499798
[KPS2012]_MWSC_1900,11 09 13.000,-65 03 36.000,2241.0,1.7345047417814154,34.0,749.8942093324557,-0.4974174718196457,0.12727530719059235,253.0,166.803557,-64.782622
NGC_4815,12 57 59.760,-64 57 36.000,3118.1,1.954896207714053,84.5,581.1458352767485,0.0,0.18899875508714123,252.0,193.196443,-64.782622
C_1317-646,13 19 44.880,-64 56 38.400,1909.44,0.7549951133954128,14.1,119.23805465273344,-0.4974174718196457,0.12423098455070919,241.0,200.520389,-65.499798
Cl_Loden_995,13 54 18.000,-64 57 00.000,1940.5,4.502331457390057,2500.1987140780248,267.62729231302995,-0.131,0.6774246143477436,227.0,208.174163,-65.928135
[FSR2007]_1685,14 57 14.000,-64 56 42.000,1513.0,0.9779654395150535,25.0,1778.2794100389228,-0.4974174718196457,0.14534519929419454,231.0,223.825859,-65.928099
[DBS2003]_73,11 50 10.000,-64 52 12.000,4532.0,1.3285568234921479,13.0,3.1622776601683795,-0.4974174718196457,0.08992367558093002,251.0,180.0,-65.322329
ESO_99-6,15 29 48.000,-64 51 00.000,1274.0,1.7529569198854733,28.5,794.3282347242822,-0.4974174718196457,0.11591222690124096,239.0,231.479626,-65.499803
[KPS2012]_MWSC_2292,15 25 50.000,-64 49 12.000,3743.0,5.941601349506552,43.5,1288.2495516931324,-0.4974174718196457,0.07778311202116947,239.0,231.479626,-65.499803
ESO_92-5,10 03 12.240,-64 45 18.000,7161.033333333333,4.7577910024790535,21.83333333333333,1995.2623149688827,-0.4974174718196457,0.061581431965301664,228.0,151.825837,-65.928135
NGC_4463,12 29 51.840,-64 48 00.000,1198.7166666666667,0.8540183655541816,322.120275061696,62.520030910838614,-0.4974174718196457,0.5583003069739071,264.0,186.328963,-63.782148
C_1217-645,12 20 41.000,-64 46 30.000,913.0,4.373166210661654,70.86540498162623,322.092139101195,-0.4974174718196457,0.11572084224236856,264.0,186.328963,-63.782148
[KPS2012]_MWSC_2247,14 44 35.000,-64 44 24.000,1791.0,0.8672523708907077,42.5,1000.0,-0.4974174718196457,0.20123993030993909,278.0,219.558952,-63.578369
NGC_5288,13 48 46.320,-64 40 48.000,4281.966666666666,3.124335174512647,48.0,1258.9254117941662,-0.4974174718196457,0.1126767341228136,227.0,208.174163,-65.928135
[KPS2012]_MWSC_1712,09 46 52.000,-64 37 54.000,3575.0,1.605339495053012,28.0,2511.886431509582,-0.4974174718196457,0.12005714502470914,273.0,147.558889,-63.578386
ESO_97-15,14 15 25.000,-64 37 48.000,3274.0,2.5648527564640085,30.5,177.82794100389228,-0.4974174718196457,0.09913137765945029,272.0,212.441111,-63.578386
ESO_92-18,10 14 55.200,-64 36 39.600,11512.55,4.83684567277269,21.5,2618.358363081837,0.0,0.06060808411238101,289.0,154.613563,-63.321027
C_1155-642,11 58 51.600,-64 34 51.600,528.6142857142858,10.5706884183661,96.42292817379422,437.84200821031686,-0.4974174718196457,0.08682223537798488,251.0,180.0,-65.322329
C_1330-642,13 34 23.000,-64 33 00.000,1797.0,4.7975663070549786,62.33333333333334,562.3413251903492,-0.4974174718196457,0.10361965073989833,288.0,205.386437,-63.321027
[KPS2012]_MWSC_2081,13 04 41.000,-64 32 42.000,1934.0,1.7714090979895307,24.0,891.2509381337442,-0.4974174718196457,0.10581290227411137,252.0,193.196443,-64.782622
[KPS2012]_MWSC_1923,11 13 51.000,-64 28 36.000,4465.0,3.3029398806263126,61.0,1396.3683610559362,-0.4974174718196457,0.12353983706421469,253.0,166.803557,-64.782622
[KPR2005]_82,15 47 02.000,-64 24 42.000,800.0,0.9226089052028806,133.545180445644,318.15487059854803,-0.4974174718196457,0.34585792347762956,254.0,238.803536,-64.782609
IC_2602,10 42 27.120,-64 25 33.600,155.82857142857142,2.129799857571312,733.6582117082597,105.54684789206527,-0.12966666666666668,0.5335436257343052,242.0,159.479611,-65.499798
[KPR2005]_70,12 14 49.000,-64 24 00.000,2676.0,6.993375501437835,9326.599341063282,7.968228283270032,-0.4974174718196457,1.0498099325261196,264.0,186.328963,-63.782148
[KPR2005]_56,10 08 19.000,-64 22 48.000,798.5,1.5868873169489548,259.51457896907107,247.83614927931785,-0.4974174718196457,0.3676209701983991,289.0,154.613563,-63.321027
Cl_Loden_894,13 39 41.000,-64 19 12.000,1423.0,2.2511657286950286,40.5,1096.4781961431827,-0.4974174718196457,0.12193158477439485,288.0,205.386437,-63.321027
[KPS2012]_MWSC_4463,18 58 55.000,-64 15 54.000,1406.0,3.207156305224554,62.5,1412.5375446227554,-0.4974174718196457,0.1269031454070044,280.0,284.441011,-63.578313
C_1326-639,13 29 48.720,-64 11 56.400,1955.6166666666668,1.1303387824808049,15.3,25.778899574310394,-0.4974174718196457,0.10576301971700679,241.0,200.520389,-65.499798
Juchert_13,12 01 43.440,-64 05 56.400,2961.366666666667,1.4003235880362896,51.5,1000.0,-0.4974174718196457,0.17433390305794935,251.0,180.0,-65.322329
Cl_VDBH_132,12 26 52.800,-64 03 28.800,2091.933333333333,1.223792248068575,69.625,281.8382931264449,-0.4974174718196457,0.21683091189757148,264.0,186.328963,-63.782148
C_1200-635,12 03 29.000,-63 51 36.000,689.5,2.1404526600706832,31.414348252021853,608.3523352225932,-0.4974174718196457,0.1101294967183188,302.0,180.0,-62.510696
[KPR2004b]_279,11 09 16.800,-63 50 02.400,2676.56,1.6351734139830056,324.87810316301295,169.99158539262532,-0.4974174718196457,0.40520122797828256,253.0,166.803557,-64.782622
NGC_6588,18 20 31.000,-63 48 36.000,4757.0,16.643864649859967,34.0,2511.886431509582,-0.4974174718196457,0.04108703593969199,286.0,277.386481,-63.32103
[DBS2003]_79,12 48 47.000,-63 43 42.000,1489.0,1.7529569198854733,31.0,251.18864315095814,-0.4974174718196457,0.12088924533904488,252.0,193.196443,-64.782622
Teutsch_79,13 23 39.000,-63 38 18.000,1461.0,2.5094962221518355,24.5,602.559586074357,-0.4974174718196457,0.08982189436486006,292.0,198.5178,-62.802646
[SSW94]_d,12 14 01.000,-63 35 24.000,5516.0,1.6218958365785348,8.0,1513.561248436207,-0.4974174718196457,0.06384486237577848,264.0,186.328963,-63.782148
IC_2948,11 39 17.280,-63 26 24.000,2638.44,6.662981064671394,200.55275422053413,5.083889165743358,-0.4974174718196457,0.15771480629503679,265.0,173.671037,-63.782148
C_1128-631,11 31 05.280,-63 25 33.600,3035.1,5.02817821812841,7953.793803833481,10.669541547281208,-0.4974174718196457,1.1433370417467448,265.0,173.671037,-63.782148
Cl_Melotte_105,11 19 40.800,-63 29 09.600,2201.9500000000007,1.3070780651819487,94.7,135.36877666697248,-0.4974174718196457,0.24469025150376167,265.0,173.671037,-63.782148
NGC_5155,13 29 53.000,-63 27 18.000,1404.0,2.7309223594005267,54.0,25.118864315095824,-0.4974174718196457,0.12783054614587136,288.0,205.386437,-63.321027
[KPS2012]_MWSC_2040,12 29 19.000,-63 25 48.000,1963.0,2.1958091943828557,71.0,199.52623149688827,-0.4974174718196457,0.16346482575150614,264.0,186.328963,-63.782148
NGC_5045,13 14 31.000,-63 25 12.000,1581.0,6.716592829876971,1698.9903087467887,50.0766807595307,-0.4974174718196457,0.45720753711943907,292.0,198.5178,-62.802646
Cl_Platais_12,13 52 35.000,-63 24 18.000,454.75,4.799152467284033,2157.813585445799,224.06721718269702,0.027000000000000003,0.6095609382944266,288.0,205.386437,-63.321027
C_1440-631,14 44 20.000,-63 24 18.000,1819.0,0.4613044526014403,51.5,79.43282347242821,-0.4974174718196457,0.30374017049183016,278.0,219.558952,-63.578369
Cl_VDBH_131,12 26 10.000,-63 24 00.000,4430.0,8.11895836578535,27.0,1584.8931924611109,-0.4974174718196457,0.052423277078993975,264.0,186.328963,-63.782148
[KPR2004b]_294,11 38 38.640,-63 23 13.200,2749.8,4.310062963745751,5888.348646892101,4.933868741801242,-0.4974174718196457,1.0625451470066405,265.0,173.671037,-63.782148
Cl_VDBH_150,13 38 01.440,-63 20 45.600,2637.233333333333,1.4872244774317036,26.0,31.622776601683803,-0.4974174718196457,0.12019623185939855,288.0,205.386437,-63.321027
[DBS2003]_69,11 33 49.000,-63 17 06.000,2273.0,3.229131168210082,12.5,3.9810717055349696,-0.4974174718196457,0.056559375344273986,265.0,173.671037,-63.782148
[DBS2003]_75,12 08 55.000,-63 16 12.000,4564.0,8.65407153080302,27.0,1.0,-0.4974174718196457,0.050776654455296256,302.0,180.0,-62.510696
[KPS2012]_MWSC_2056,12 37 59.000,-63 15 36.000,6017.0,3.7088877989155793,55.0,398.10717055349687,-0.4974174718196457,0.1107011004832234,264.0,186.328963,-63.782148
NGC_4052,12 01 47.040,-63 13 48.000,1540.957142857143,2.2729366011174448,87.26286669114927,180.00087118263266,-0.4974174718196457,0.1781203410643907,302.0,180.0,-62.510696
[KPS2012]_MWSC_2153,13 43 14.640,-63 08 45.600,1681.5333333333335,1.36179212629337,74.33333333333333,19.95262314968879,-0.4974174718196457,0.21238744277562824,288.0,205.386437,-63.321027
C_1017-628,10 18 48.000,-63 08 12.000,1876.0,1.7898612760935884,40.0,954.9925860214372,-0.4974174718196457,0.13589790156498374,289.0,154.613563,-63.321027
[DBS2003]_68,11 28 52.000,-63 06 18.000,1777.0,0.7011827679541893,14.5,334.9654391578278,-0.4974174718196457,0.13072565453982518,265.0,173.671037,-63.782148
Cl_Hogg_15,12 43 37.440,-63 06 03.600,3044.25,1.2562212833028144,25.5,5.67060643957819,-0.4974174718196457,0.12951779968762545,307.0,191.944607,-62.021192
[KPS2012]_MWSC_2134,13 33 50.000,-63 02 24.000,3258.0,4.852922841367152,41.5,707.9457843841373,-0.4974174718196457,0.08406491850812028,288.0,205.386437,-63.321027
C_1206-626,12 09 35.520,-62 59 42.000,3010.166666666666,2.622632012149871,103.75,741.3102413009163,-0.4974174718196457,0.18080807183938752,302.0,180.0,-62.510696
Cl_Dias_4,13 43 25.000,-63 00 00.000,2153.333333333333,3.207156305224554,1669.666666666667,1216.1672390733218,-0.4974174718196457,0.6559145523446752,288.0,205.386437,-63.321027
