,Name,RA,Dec,dist[kpc],rh[pc],r_c,mass[Msun],Age,Z,sigma_v[km/s],sigma_source,OpSim ID,OpSim RA,OpSim Dec,Source Flag,Cluster Type,dist flag,Age flag,Z flag
19,Berkeley_92,321.19583333333327,57.53333333333333,0.5550956148190346,,,,7411.374076717701,-0.1288311492560661,0.22560311802162109,m*rh*,4915.0,321.016082763672,58.5893,W,O,d,A,Z
20,BH_19,121.77083333333331,-32.35,4.584910909554962,,,,8562.11509157301,-0.15896259596334383,0.28192158096218095,m*rh*,1222.0,120.63777160644501,-32.4591,W,O,d,A,Z
21,BH_52,131.625,-52.9,1.3367017843373166,,,,9089.860656746872,-0.21982605590136453,0.062441836550019766,m*rh*,533.0,131.34982299804702,-52.9718,W,O,d,A,Z
22,BH_55,134.04583333333332,-39.516666666666666,2.8323371067951904,,,,8749.38767652577,0.01,0.3910835430717891,m*rh*,971.0,132.918273925781,-39.6391,W,O,d,A,Z
23,BH_58,137.54999999999998,-56.266666666666666,3.4,,,,7065.012842670075,-0.09002643333233838,0.5270687452507021,m*rh*,456.0,138.503524780273,-55.9783,W,O,d,A,Z
24,BH_60,138.9708333333333,-50.016666666666666,0.9500000000000001,,,,6976.0,0.12,0.388636140890659,m*rh*,595.0,139.272171020508,-50.8012,W,O,d,A,Z
25,BH_72,142.85,-53.05,2.51058070264447,,,,7707.61823964686,-0.14033904982904774,0.15488253747697098,m*rh*,515.0,141.45388793945298,-53.4706,W,O,d,A,Z
26,BH_73,142.98333333333335,-50.21666666666667,1.1742801047049434,,,,8670.0,-0.19668307380149316,0.7501380687096102,m*rh*,578.0,144.00003051757798,-50.8729,W,O,d,A,Z
27,BH_75,143.7,-54.7,0.42121762226614745,,,,8600.0,0.07,0.08287455983572681,m*rh*,445.0,144.00003051757798,-56.0711,W,O,d,A,Z
28,BH_78,145.92499999999998,-56.55,0.7477584183363901,,,,9500.0,-0.58,0.1412082204709332,m*rh*,445.0,144.00003051757798,-56.0711,W,O,d,A,Z
29,BH_79,146.02499999999998,-53.3,1.7,,,,8252.930055330502,0.31239566519294404,0.08794221460155222,m*rh*,513.0,146.546142578125,-53.4706,W,O,d,A,Z
30,BH_84,150.32916666666665,-58.21666666666667,0.7705496376078809,,,,8650.57301137208,0.2019176140264555,0.08497000401902538,m*rh*,390.0,152.918441772461,-58.3803,W,O,d,A,Z
31,BH_85,150.46666666666667,-49.56666666666667,0.10935981191696503,,,,8690.0,-0.703571623706973,2.46654304971261,m*rh*,668.0,150.61276245117202,-48.0753,W,O,d,A,Z
32,BH_87,151.075,-55.43333333333333,1.5,,,,8180.0,0.32,0.48748947924095143,m*rh*,452.0,149.49645996093798,-55.9783,W,O,d,A,Z
33,BH_88,151.62499999999997,-51.56666666666667,3.4,,,,8570.0,0.05614764817106171,0.36510422896419165,m*rh*,603.0,153.433731079102,-50.5834,W,O,d,A,Z
34,BH_92,154.77916666666664,-56.416666666666664,0.45,,,,9400.0,-0.7158657193685918,0.2737512244066666,m*rh*,464.0,154.94616699218798,-55.6972,W,O,d,A,Z
35,BH_106,163.17499999999998,-54.233333333333334,0.6038107604030107,,,,7542.374246489282,-0.02019303563310964,0.10875943861001454,m*rh*,490.0,165.52424621582,-54.5432,W,O,d,A,Z
36,BH_110,166.825,-61.45,0.6,,,,9071.143146655162,0.0,0.07520729157804315,m*rh*,308.0,168.05538940429702,-62.0212,W,O,d,A,Z
